User_name,Location,Rating,Date,Reviews
David R.,"Revere, MA",3,5/27/19,Costco is known for selling large quantities of food and supplies etc at discounted prices.  Well everyone writes about that always the same old - bought x-amount of this and saved so much.  So I thought I would take a different approach and tell you all about the concession stand ?? After all we are Yelpers. The food counter at Cosco is also a bargain they serve up hotdogs and sausages like  it's nobody's business.  The dogs are large and juicy and you put on your own condiments.  The sausages are also large served on a sub roll with peppers and onions. They also serve up a few other fast food type items pizza chicken etc.  all priced less than if you bought anywhere else.  So next time you have a craving for a sausage or a dog go to Cisco food counter and spend $3-5 for some greatness in a bun.  Lol.  While your there you may as well get a years supply of something.  Hahaha.  Enjoy!!!
Megan H.,"Boston, MA",3,2/19/19,"I'm a big Costco fan, and I often visit this particular location. Like most Costcos, it gets insanely busy on the weekends, and the check-out lines seem to wrap around the store.Overall, the stock at this location is great. The food court is also good. The real trouble with this particular Costco is its location. It's situated in a busy strip mall, which seems to get busier each year. Even if you can handle the lines inside of the store, you might go crazy from the lines exiting the mall. Last visit, It took me over 20 minutes, sitting standstill in my car to leave. Of course this can be solved by visiting late on a weeknight, so I'll try that in the future.Good Costco, bad location."
Chuck J.,"Medford, MA",5,3/1/20,"We picked up the marinaded bulgogi on Feb 27, 2020.  First time we have seen it at Everett, MA. We've bought it in California Costco's before and it was ok.Costco in Everett got this bulgogi right on! Remember the white rice and kimchi.We'll buy it again."
Nichole J.,"Boston, MA",5,1/4/20,"Absolutely love Costco! My husband and I have been coming to Costco for years in the various cities we've in.They have a huge selection from food, home items, electronics, alcohol, medicine and more.Costco has their own brand called Kirkland which is amazing. This location offers a tire center, but not a gas station.The staff are professional, however they do make unprofessional comments if you are there around closing.I have never had that encounter before and was quite shocked. I understand if someone lingers since it is closing time, however do not make unprofessional comments and tell people to get out."
H Q.,"Malden, MA",1,10/13/19,"Very rude customer service & cashier !!!If you value ur membership fee that much, feel free to stop anyone without membership AT THE ENTRANCE. As a member, I refuse to bring you any potential customer, that's fair."
Tiny C.,"Revere, MA",1,11/15/19,I went here to get a membership on Saturday and the man at the counter tried SO HARD to make me get the more expensive option. I know what I went in for (the basic $60 membership). Every time I tried to ask a question about the $60 membership he would say WELL THE $120 MEMBERSHIP IS A MUCH BETTER OPTION BECAUSE OF THE CASH BACK WHICH YOU END UP MAKING BACK THE DIFFERENCE...I didn't ask you though. We went in circles about 5-7 times and I just decided to leave. BJs it is.
Willzyx Z.,"Boston, MA",5,5/16/19,"As of May 2019, this Costco is licensed to sell Costco alcohol. It's right on the main floor, next to underwear. The previous 3rd party store at Customer Service is now closed. Yes, they carry Kirkland French Vodka too."
Bo F.,"Boston, MA",3,4/12/18,"The redundancies are amusing until you get to checkout and have to wait in an unreasonable line to pay (1 cashier for 11 people) unless you care to use the self checkout,  which I refuse..And then you wait again to walk out door while receipt checkers pretend to inspect the entire cart,  realistically.While the shelves are usually well stocked,  and the store is typically clean,  the lines dieting non peak hours get tiresome,  I typically visit weekdays, 10-2 pm and often then surprised and slightly annoyed at the line. (2 other customers flanking me also venting frustration of the excessive lines ""lately"") it is certainly saturation,  but also employee placement/priority. I expect lines can largely be helped by leaving the extra cashier on,  quite simply,  there is never an absence of a line.. this is a costomer friendly policy,  keep the line moving please,  or more people will just order online.."
Manfred S.,"Medford, MA",4,11/8/18,"Going to Costco once a week seems like a good habit. The Everett Costco is so close to my home so that I end up going there sometimes more than once. What I like:- Great basic products of high quality. Milk, eggs, frozen edamame are usually in my cart.What I do not like:- Fruits and vegetables are of varying quality. One needs to check every item carefully. Even if Costco takes everything back that is not perfect, who would bother to return a box of oranges for one or two moldy ones?- Do not go on Saturdays, which I call Chinese carnival. When you see the lines of extended families craving free samples, you'd understand. It is great for them (and Costco), but not so great when you want to get in and out fast. Mondays are much faster."
Yijiang Z.,"Columbus, IN",5,1/26/20,"Food is okay but very good for what you pay for. Additionally we fed 4 people with $12 which is insane, especially for Boston."
Roberta B.,"Winthrop, MA",1,11/2/19,20 minutes in a line that wraps around the building to do a return. Ridiculous. Why do I pay a fee to have to deal with this?The poor associate handling the entire situation was awesome. How about the management give her some support!
Wu W.,"Boston, MA",1,4/29/19,I bought 2 caesar salads from Costco. I found a moth in one of the salad. Ew..........Yuck!!!
Sharon V.,"Boston, MA",3,3/6/19,I really wasn't impressed with this location.  Compared to other Costcos this branch seemed small and had less inventory. It is close to Wellington and Assembly stations on the Orange line if you want to take a ride share over.   Restrooms needed attention.
Wing S.,"Norwich, CT",3,3/31/20,"This Costco store has a lot of Asian products than the other store which is the best part I like about it, but the worst part I didn't like about is that they don't have their gas station which they should have at this store because there are so many people here and also they have a Hugh parking lot outside which no one park by the entrance of the parking lot so they should build a gas station around there. And another thing is that one of their employees are so rude and strict, I went to the self check out line and I already have everything scan and ready to put my stuff back to my shopping cart, when I scan my stuff the cart was at the right side of the scanner machine, but after you scan your stuff you will need to put all your stuff to the left side where there a huge spot you needed to put your stuff each item after you scan. So when I was done scanning everything I pull the cart to the left side so I can easily put my stuff back to the cart but this employee keeps pulling my cart back to the other side where it was when I was start scanning my stuff so which I need to carry my stuff all the way to the other side and some items are heavy. So I told him can you please carry my stuff to my cart and he  ignore me."
Nikolai K.,"Waltham, MA",5,12/8/17,"This place is the illest.I'm genuinely never excited to go shopping more than when I'm en route to Costco. I will never turn down a chance to go. I wish people were more down to hang out here. I don't understand why people go hang at the mall, Costco is so much greater than that.There are always lots of samples. It's really fun to see what they have, and they rarely disappoint. The stations near the frozen food section are usually where the party's at.The prices are amazing. I got a pork loin for ~$3.50 which literally fed my family for almost a whole week. Wat.Of course there's loads of deals on other things too. Very good if you know what you enjoy eating even if you have a lot of it, and if you have ways to store it. Great value, and fantastic quality. The ratio cannot be beat.And of course the hot food is amazing and cheap. The combo pizza is great, super filling, the hot dogs are great, and the soft serve is huge."
Ziggy T.,"Boston, MA",1,10/16/19,"What a rude encounter I had with the cashier Jen this past weekend. A friend and I stopped in for a few things and decided to share a cart. We both had separate memberships and went to check out. We separated our purchases with the plastic divider, and both had our separate membership cards in hand. We noticed that when she got to the end of my purchase, she quickly removed the separator and continued scanning the items that my friend was purchasing. We politely mentioned that these were separate purchases. She rudely snapped back ""then you should've had your membership card on the belt"". No apology, no remorse, just condescendingly  talking down to us because we didn't do it her way. This lady needs to go back to customer service 101 and is not the way I expect to be treated at a place like a Costco."
Nathan L.,"Allston, MA",2,6/24/18,"I used to be a major Costco fan but I am continuously getting less and less so for the following reasons. -In the Boston area, Market Basket pricing on most items is competitive with Costco without requiring me to store ridiculously large quantities of stuff in my small apartment or buy a paid membership. -The rental car discounts are nice but I can get the same discount through USAA. -This location took over two hours to do the so called ""free"" tire rotation. It is not a ""free"" tire rotation. It is a service that I paid for as part of the original price of the tires I bought from a Costco. I keep my Costco membership only because the person who I has my second executive membership card spends a tremendous amount of money. The 2% rebate I get covers the cost of membership. The first year that doesn't happen, my membership will be cancelled. This year I didn't even have anything I wanted to spend the rebate certificate on so I went to the customer service counter and got cash."
Kaori M.,"Boston, MA",3,6/23/18,"Average Costco and not much special thing about this specific location. Very limited choice for each item compared to Costco in California. For example, no Korean bbq meat or decaf coffee sticks."
W. B.,"Portsmouth, NH",5,10/4/20,"Another, consistently phenomenal experience as a customer of the Costco Everett Tire Center. Today, balance and rotate tires and wheels. The job was flawlessly done, and our car was returned clean, neat, the way I left it, and with no surprises (e.g. door dings, damage (as I've experienced at other businesses)). The staff were a pleasure to do business with. Due to Covid 19, there is no where to sit/wait, so you are relegated to the warehouse to shop/spend money (realize how much money you save, by shopping at Costco). Leave it to Diane in the Optical Department - - always gracious, helpful, knowledgable, and professional - - to help me find a new pair of eyeglasses."
Elaine C.,"Boston, MA",1,6/11/20,"I enjoy going to Costco. Less people than BJ's and I don't need to be carrying around coupons! If it's on sale, Costco will display it on their sign/prices.Due to COVID lines are a lot longer than usual, but I'm okay with that because I go in and get what I need and leave, NBD.I found everything I needed and was sent to a specific cashier and register.. I helped the cashier (Jennifer G) out by putting everything I can on the belt. I was using a different form of payment for a couple items and I asked for a separate receipt/transaction. Cashiers done it before, here at Costco and at other places, so I didn't think it was a big deal.. but apparently it was. The ""bagger,"" (which I caught her name) said thats fine when I asked her at first. Jennifer scanned the items and then stopped, but then started scanning everything else. I kindly asked if she can take the extra stuff she scanned off and she said, ""I already said you can't do that! It has to go on the same receipt, she already told you that!"" She was very rude and clearly did not care. I told her that's not what the bagger told me. The bagger came over and said it'll be on the same receipt but with a different subtotal. She explained that normally it can be done. I really appreciate the bagger explaining this to me, like I expressed to her. But Jennifer G needs to go stock or something. She is rude and has a nasty attitude for no reason, this is no way acceptable to be in the customer service field. This is the wrong job to you Jennifer G!"
David R.,"Revere, MA",3,5/27/19,Costco is known for selling large quantities of food and supplies etc at discounted prices.  Well everyone writes about that always the same old - bought x-amount of this and saved so much.  So I thought I would take a different approach and tell you all about the concession stand ?? After all we are Yelpers. The food counter at Cosco is also a bargain they serve up hotdogs and sausages like  it's nobody's business.  The dogs are large and juicy and you put on your own condiments.  The sausages are also large served on a sub roll with peppers and onions. They also serve up a few other fast food type items pizza chicken etc.  all priced less than if you bought anywhere else.  So next time you have a craving for a sausage or a dog go to Cisco food counter and spend $3-5 for some greatness in a bun.  Lol.  While your there you may as well get a years supply of something.  Hahaha.  Enjoy!!!
Megan H.,"Boston, MA",3,2/19/19,"I'm a big Costco fan, and I often visit this particular location. Like most Costcos, it gets insanely busy on the weekends, and the check-out lines seem to wrap around the store.Overall, the stock at this location is great. The food court is also good. The real trouble with this particular Costco is its location. It's situated in a busy strip mall, which seems to get busier each year. Even if you can handle the lines inside of the store, you might go crazy from the lines exiting the mall. Last visit, It took me over 20 minutes, sitting standstill in my car to leave. Of course this can be solved by visiting late on a weeknight, so I'll try that in the future.Good Costco, bad location."
Chuck J.,"Medford, MA",5,3/1/20,"We picked up the marinaded bulgogi on Feb 27, 2020.  First time we have seen it at Everett, MA. We've bought it in California Costco's before and it was ok.Costco in Everett got this bulgogi right on! Remember the white rice and kimchi.We'll buy it again."
Nichole J.,"Boston, MA",5,1/4/20,"Absolutely love Costco! My husband and I have been coming to Costco for years in the various cities we've in.They have a huge selection from food, home items, electronics, alcohol, medicine and more.Costco has their own brand called Kirkland which is amazing. This location offers a tire center, but not a gas station.The staff are professional, however they do make unprofessional comments if you are there around closing.I have never had that encounter before and was quite shocked. I understand if someone lingers since it is closing time, however do not make unprofessional comments and tell people to get out."
H Q.,"Malden, MA",1,10/13/19,"Very rude customer service & cashier !!!If you value ur membership fee that much, feel free to stop anyone without membership AT THE ENTRANCE. As a member, I refuse to bring you any potential customer, that's fair."
Tiny C.,"Revere, MA",1,11/15/19,I went here to get a membership on Saturday and the man at the counter tried SO HARD to make me get the more expensive option. I know what I went in for (the basic $60 membership). Every time I tried to ask a question about the $60 membership he would say WELL THE $120 MEMBERSHIP IS A MUCH BETTER OPTION BECAUSE OF THE CASH BACK WHICH YOU END UP MAKING BACK THE DIFFERENCE...I didn't ask you though. We went in circles about 5-7 times and I just decided to leave. BJs it is.
Willzyx Z.,"Boston, MA",5,5/16/19,"As of May 2019, this Costco is licensed to sell Costco alcohol. It's right on the main floor, next to underwear. The previous 3rd party store at Customer Service is now closed. Yes, they carry Kirkland French Vodka too."
Bo F.,"Boston, MA",3,4/12/18,"The redundancies are amusing until you get to checkout and have to wait in an unreasonable line to pay (1 cashier for 11 people) unless you care to use the self checkout,  which I refuse..And then you wait again to walk out door while receipt checkers pretend to inspect the entire cart,  realistically.While the shelves are usually well stocked,  and the store is typically clean,  the lines dieting non peak hours get tiresome,  I typically visit weekdays, 10-2 pm and often then surprised and slightly annoyed at the line. (2 other customers flanking me also venting frustration of the excessive lines ""lately"") it is certainly saturation,  but also employee placement/priority. I expect lines can largely be helped by leaving the extra cashier on,  quite simply,  there is never an absence of a line.. this is a costomer friendly policy,  keep the line moving please,  or more people will just order online.."
Manfred S.,"Medford, MA",4,11/8/18,"Going to Costco once a week seems like a good habit. The Everett Costco is so close to my home so that I end up going there sometimes more than once. What I like:- Great basic products of high quality. Milk, eggs, frozen edamame are usually in my cart.What I do not like:- Fruits and vegetables are of varying quality. One needs to check every item carefully. Even if Costco takes everything back that is not perfect, who would bother to return a box of oranges for one or two moldy ones?- Do not go on Saturdays, which I call Chinese carnival. When you see the lines of extended families craving free samples, you'd understand. It is great for them (and Costco), but not so great when you want to get in and out fast. Mondays are much faster."
Yijiang Z.,"Columbus, IN",5,1/26/20,"Food is okay but very good for what you pay for. Additionally we fed 4 people with $12 which is insane, especially for Boston."
Roberta B.,"Winthrop, MA",1,11/2/19,20 minutes in a line that wraps around the building to do a return. Ridiculous. Why do I pay a fee to have to deal with this?The poor associate handling the entire situation was awesome. How about the management give her some support!
Wu W.,"Boston, MA",1,4/29/19,I bought 2 caesar salads from Costco. I found a moth in one of the salad. Ew..........Yuck!!!
Sharon V.,"Boston, MA",3,3/6/19,I really wasn't impressed with this location.  Compared to other Costcos this branch seemed small and had less inventory. It is close to Wellington and Assembly stations on the Orange line if you want to take a ride share over.   Restrooms needed attention.
Wing S.,"Norwich, CT",3,3/31/20,"This Costco store has a lot of Asian products than the other store which is the best part I like about it, but the worst part I didn't like about is that they don't have their gas station which they should have at this store because there are so many people here and also they have a Hugh parking lot outside which no one park by the entrance of the parking lot so they should build a gas station around there. And another thing is that one of their employees are so rude and strict, I went to the self check out line and I already have everything scan and ready to put my stuff back to my shopping cart, when I scan my stuff the cart was at the right side of the scanner machine, but after you scan your stuff you will need to put all your stuff to the left side where there a huge spot you needed to put your stuff each item after you scan. So when I was done scanning everything I pull the cart to the left side so I can easily put my stuff back to the cart but this employee keeps pulling my cart back to the other side where it was when I was start scanning my stuff so which I need to carry my stuff all the way to the other side and some items are heavy. So I told him can you please carry my stuff to my cart and he  ignore me."
Nikolai K.,"Waltham, MA",5,12/8/17,"This place is the illest.I'm genuinely never excited to go shopping more than when I'm en route to Costco. I will never turn down a chance to go. I wish people were more down to hang out here. I don't understand why people go hang at the mall, Costco is so much greater than that.There are always lots of samples. It's really fun to see what they have, and they rarely disappoint. The stations near the frozen food section are usually where the party's at.The prices are amazing. I got a pork loin for ~$3.50 which literally fed my family for almost a whole week. Wat.Of course there's loads of deals on other things too. Very good if you know what you enjoy eating even if you have a lot of it, and if you have ways to store it. Great value, and fantastic quality. The ratio cannot be beat.And of course the hot food is amazing and cheap. The combo pizza is great, super filling, the hot dogs are great, and the soft serve is huge."
Ziggy T.,"Boston, MA",1,10/16/19,"What a rude encounter I had with the cashier Jen this past weekend. A friend and I stopped in for a few things and decided to share a cart. We both had separate memberships and went to check out. We separated our purchases with the plastic divider, and both had our separate membership cards in hand. We noticed that when she got to the end of my purchase, she quickly removed the separator and continued scanning the items that my friend was purchasing. We politely mentioned that these were separate purchases. She rudely snapped back ""then you should've had your membership card on the belt"". No apology, no remorse, just condescendingly  talking down to us because we didn't do it her way. This lady needs to go back to customer service 101 and is not the way I expect to be treated at a place like a Costco."
Nathan L.,"Allston, MA",2,6/24/18,"I used to be a major Costco fan but I am continuously getting less and less so for the following reasons. -In the Boston area, Market Basket pricing on most items is competitive with Costco without requiring me to store ridiculously large quantities of stuff in my small apartment or buy a paid membership. -The rental car discounts are nice but I can get the same discount through USAA. -This location took over two hours to do the so called ""free"" tire rotation. It is not a ""free"" tire rotation. It is a service that I paid for as part of the original price of the tires I bought from a Costco. I keep my Costco membership only because the person who I has my second executive membership card spends a tremendous amount of money. The 2% rebate I get covers the cost of membership. The first year that doesn't happen, my membership will be cancelled. This year I didn't even have anything I wanted to spend the rebate certificate on so I went to the customer service counter and got cash."
Kaori M.,"Boston, MA",3,6/23/18,"Average Costco and not much special thing about this specific location. Very limited choice for each item compared to Costco in California. For example, no Korean bbq meat or decaf coffee sticks."
W. B.,"Portsmouth, NH",5,10/4/20,"Another, consistently phenomenal experience as a customer of the Costco Everett Tire Center. Today, balance and rotate tires and wheels. The job was flawlessly done, and our car was returned clean, neat, the way I left it, and with no surprises (e.g. door dings, damage (as I've experienced at other businesses)). The staff were a pleasure to do business with. Due to Covid 19, there is no where to sit/wait, so you are relegated to the warehouse to shop/spend money (realize how much money you save, by shopping at Costco). Leave it to Diane in the Optical Department - - always gracious, helpful, knowledgable, and professional - - to help me find a new pair of eyeglasses."
Elaine C.,"Boston, MA",1,6/11/20,"I enjoy going to Costco. Less people than BJ's and I don't need to be carrying around coupons! If it's on sale, Costco will display it on their sign/prices.Due to COVID lines are a lot longer than usual, but I'm okay with that because I go in and get what I need and leave, NBD.I found everything I needed and was sent to a specific cashier and register.. I helped the cashier (Jennifer G) out by putting everything I can on the belt. I was using a different form of payment for a couple items and I asked for a separate receipt/transaction. Cashiers done it before, here at Costco and at other places, so I didn't think it was a big deal.. but apparently it was. The ""bagger,"" (which I caught her name) said thats fine when I asked her at first. Jennifer scanned the items and then stopped, but then started scanning everything else. I kindly asked if she can take the extra stuff she scanned off and she said, ""I already said you can't do that! It has to go on the same receipt, she already told you that!"" She was very rude and clearly did not care. I told her that's not what the bagger told me. The bagger came over and said it'll be on the same receipt but with a different subtotal. She explained that normally it can be done. I really appreciate the bagger explaining this to me, like I expressed to her. But Jennifer G needs to go stock or something. She is rude and has a nasty attitude for no reason, this is no way acceptable to be in the customer service field. This is the wrong job to you Jennifer G!"
David R.,"Revere, MA",3,5/27/19,Costco is known for selling large quantities of food and supplies etc at discounted prices.  Well everyone writes about that always the same old - bought x-amount of this and saved so much.  So I thought I would take a different approach and tell you all about the concession stand ?? After all we are Yelpers. The food counter at Cosco is also a bargain they serve up hotdogs and sausages like  it's nobody's business.  The dogs are large and juicy and you put on your own condiments.  The sausages are also large served on a sub roll with peppers and onions. They also serve up a few other fast food type items pizza chicken etc.  all priced less than if you bought anywhere else.  So next time you have a craving for a sausage or a dog go to Cisco food counter and spend $3-5 for some greatness in a bun.  Lol.  While your there you may as well get a years supply of something.  Hahaha.  Enjoy!!!
Megan H.,"Boston, MA",3,2/19/19,"I'm a big Costco fan, and I often visit this particular location. Like most Costcos, it gets insanely busy on the weekends, and the check-out lines seem to wrap around the store.Overall, the stock at this location is great. The food court is also good. The real trouble with this particular Costco is its location. It's situated in a busy strip mall, which seems to get busier each year. Even if you can handle the lines inside of the store, you might go crazy from the lines exiting the mall. Last visit, It took me over 20 minutes, sitting standstill in my car to leave. Of course this can be solved by visiting late on a weeknight, so I'll try that in the future.Good Costco, bad location."
Chuck J.,"Medford, MA",5,3/1/20,"We picked up the marinaded bulgogi on Feb 27, 2020.  First time we have seen it at Everett, MA. We've bought it in California Costco's before and it was ok.Costco in Everett got this bulgogi right on! Remember the white rice and kimchi.We'll buy it again."
Nichole J.,"Boston, MA",5,1/4/20,"Absolutely love Costco! My husband and I have been coming to Costco for years in the various cities we've in.They have a huge selection from food, home items, electronics, alcohol, medicine and more.Costco has their own brand called Kirkland which is amazing. This location offers a tire center, but not a gas station.The staff are professional, however they do make unprofessional comments if you are there around closing.I have never had that encounter before and was quite shocked. I understand if someone lingers since it is closing time, however do not make unprofessional comments and tell people to get out."
H Q.,"Malden, MA",1,10/13/19,"Very rude customer service & cashier !!!If you value ur membership fee that much, feel free to stop anyone without membership AT THE ENTRANCE. As a member, I refuse to bring you any potential customer, that's fair."
Tiny C.,"Revere, MA",1,11/15/19,I went here to get a membership on Saturday and the man at the counter tried SO HARD to make me get the more expensive option. I know what I went in for (the basic $60 membership). Every time I tried to ask a question about the $60 membership he would say WELL THE $120 MEMBERSHIP IS A MUCH BETTER OPTION BECAUSE OF THE CASH BACK WHICH YOU END UP MAKING BACK THE DIFFERENCE...I didn't ask you though. We went in circles about 5-7 times and I just decided to leave. BJs it is.
Willzyx Z.,"Boston, MA",5,5/16/19,"As of May 2019, this Costco is licensed to sell Costco alcohol. It's right on the main floor, next to underwear. The previous 3rd party store at Customer Service is now closed. Yes, they carry Kirkland French Vodka too."
Bo F.,"Boston, MA",3,4/12/18,"The redundancies are amusing until you get to checkout and have to wait in an unreasonable line to pay (1 cashier for 11 people) unless you care to use the self checkout,  which I refuse..And then you wait again to walk out door while receipt checkers pretend to inspect the entire cart,  realistically.While the shelves are usually well stocked,  and the store is typically clean,  the lines dieting non peak hours get tiresome,  I typically visit weekdays, 10-2 pm and often then surprised and slightly annoyed at the line. (2 other customers flanking me also venting frustration of the excessive lines ""lately"") it is certainly saturation,  but also employee placement/priority. I expect lines can largely be helped by leaving the extra cashier on,  quite simply,  there is never an absence of a line.. this is a costomer friendly policy,  keep the line moving please,  or more people will just order online.."
Manfred S.,"Medford, MA",4,11/8/18,"Going to Costco once a week seems like a good habit. The Everett Costco is so close to my home so that I end up going there sometimes more than once. What I like:- Great basic products of high quality. Milk, eggs, frozen edamame are usually in my cart.What I do not like:- Fruits and vegetables are of varying quality. One needs to check every item carefully. Even if Costco takes everything back that is not perfect, who would bother to return a box of oranges for one or two moldy ones?- Do not go on Saturdays, which I call Chinese carnival. When you see the lines of extended families craving free samples, you'd understand. It is great for them (and Costco), but not so great when you want to get in and out fast. Mondays are much faster."
Yijiang Z.,"Columbus, IN",5,1/26/20,"Food is okay but very good for what you pay for. Additionally we fed 4 people with $12 which is insane, especially for Boston."
Roberta B.,"Winthrop, MA",1,11/2/19,20 minutes in a line that wraps around the building to do a return. Ridiculous. Why do I pay a fee to have to deal with this?The poor associate handling the entire situation was awesome. How about the management give her some support!
Wu W.,"Boston, MA",1,4/29/19,I bought 2 caesar salads from Costco. I found a moth in one of the salad. Ew..........Yuck!!!
Sharon V.,"Boston, MA",3,3/6/19,I really wasn't impressed with this location.  Compared to other Costcos this branch seemed small and had less inventory. It is close to Wellington and Assembly stations on the Orange line if you want to take a ride share over.   Restrooms needed attention.
Wing S.,"Norwich, CT",3,3/31/20,"This Costco store has a lot of Asian products than the other store which is the best part I like about it, but the worst part I didn't like about is that they don't have their gas station which they should have at this store because there are so many people here and also they have a Hugh parking lot outside which no one park by the entrance of the parking lot so they should build a gas station around there. And another thing is that one of their employees are so rude and strict, I went to the self check out line and I already have everything scan and ready to put my stuff back to my shopping cart, when I scan my stuff the cart was at the right side of the scanner machine, but after you scan your stuff you will need to put all your stuff to the left side where there a huge spot you needed to put your stuff each item after you scan. So when I was done scanning everything I pull the cart to the left side so I can easily put my stuff back to the cart but this employee keeps pulling my cart back to the other side where it was when I was start scanning my stuff so which I need to carry my stuff all the way to the other side and some items are heavy. So I told him can you please carry my stuff to my cart and he  ignore me."
Nikolai K.,"Waltham, MA",5,12/8/17,"This place is the illest.I'm genuinely never excited to go shopping more than when I'm en route to Costco. I will never turn down a chance to go. I wish people were more down to hang out here. I don't understand why people go hang at the mall, Costco is so much greater than that.There are always lots of samples. It's really fun to see what they have, and they rarely disappoint. The stations near the frozen food section are usually where the party's at.The prices are amazing. I got a pork loin for ~$3.50 which literally fed my family for almost a whole week. Wat.Of course there's loads of deals on other things too. Very good if you know what you enjoy eating even if you have a lot of it, and if you have ways to store it. Great value, and fantastic quality. The ratio cannot be beat.And of course the hot food is amazing and cheap. The combo pizza is great, super filling, the hot dogs are great, and the soft serve is huge."
Ziggy T.,"Boston, MA",1,10/16/19,"What a rude encounter I had with the cashier Jen this past weekend. A friend and I stopped in for a few things and decided to share a cart. We both had separate memberships and went to check out. We separated our purchases with the plastic divider, and both had our separate membership cards in hand. We noticed that when she got to the end of my purchase, she quickly removed the separator and continued scanning the items that my friend was purchasing. We politely mentioned that these were separate purchases. She rudely snapped back ""then you should've had your membership card on the belt"". No apology, no remorse, just condescendingly  talking down to us because we didn't do it her way. This lady needs to go back to customer service 101 and is not the way I expect to be treated at a place like a Costco."
Nathan L.,"Allston, MA",2,6/24/18,"I used to be a major Costco fan but I am continuously getting less and less so for the following reasons. -In the Boston area, Market Basket pricing on most items is competitive with Costco without requiring me to store ridiculously large quantities of stuff in my small apartment or buy a paid membership. -The rental car discounts are nice but I can get the same discount through USAA. -This location took over two hours to do the so called ""free"" tire rotation. It is not a ""free"" tire rotation. It is a service that I paid for as part of the original price of the tires I bought from a Costco. I keep my Costco membership only because the person who I has my second executive membership card spends a tremendous amount of money. The 2% rebate I get covers the cost of membership. The first year that doesn't happen, my membership will be cancelled. This year I didn't even have anything I wanted to spend the rebate certificate on so I went to the customer service counter and got cash."
Kaori M.,"Boston, MA",3,6/23/18,"Average Costco and not much special thing about this specific location. Very limited choice for each item compared to Costco in California. For example, no Korean bbq meat or decaf coffee sticks."
Sue W.,"Falmouth, MA",5,6/15/20,This is our second Covid visit to Costco this spring. I was very pleased. They all wear masks. There is plastic shielding at checkout. There were wipes available. Two young men checking us in with gloves and masks. I think they were counting us. Supplies were good. The meat counter was full. I find I shop a lot less if I do a big shopping here. I am grateful that they are doing so well for those of us who really try no to catch it.
J R.,"Quincy, MA",1,8/27/20,"Very disturbing to come to buy a membership from a deal on Groupon and very excited to see and start buying supplies and food from this Legacy Dedham location since the member buying the membership works and is an employee of Legacy Place. To Start off there was ONLY ONE CUSTOMER SERVICE GENTLEMAN working behind the counter helping a couple getting a joint membership. Unfortunately this transaction was so long for this couple but we stood patiently even though there were others ahead of us. Once we reached his counter and signed up was ready to joined on that account when it took a turn for the worse!!!! They wanted something with my address even though I told them I am a roommate and the person that signed up had all the bills under his name and would not add me to the account. The girl called the manager to see about getting me a membership even though no bills had my name and she came back and said he would not! She talked to us and said she was very sorry if it was up to her, she saw no problem with me getting a joint card living there even no bills came in my name!"" She was sorry and being disappointed we walked away so he could shop! We had to remind them for our free tote bag since it is auto renewal and yet no welcome coupon book! It was so much easier being a member at BJ's when we signed up!So, BEWARE TO THOSE WHO WANT TO SHARE A MEMBERSHIP AT COSTCO, they don't care if you live with the member for Over a Decade with out your name on any Utility Bills.Guess we will use this on a limited basis but since it actually cost nothing out of our pocket this year. We will cancel before renewal 2021.But, the employees at cashiers were all very nice and pleasant.My disappointment has reflected on Management who did not care to even come over and explain! But the employees apologized and saw no reason sharing a paid membership!"
Christy M.,"San Gabriel, CA",3,4/18/20,"They have Italian sausage sandwiches (like a hot dog) here.... how come we don't have this in California?! They smelled amazing, but we didn't want to spoil our appetites since we were heading to Boston for Neptunes Oyster. Selection was pretty widespread, and the layout was easy to comprehend. It was pretty busy when we came by on a Sunday afternoon, which is to be expected. Parking lot was big, and easy to find parking. It was kind of confusing figuring how to get to the actual Costco side of this plaza though. And so convenient that there's a parking structure nearby, too!"
Shanon B.,"Bristol, RI",5,8/27/20,"Haven't been to a Costco in such a long time bc there isn't over on Rhode Island, much to my dismay. But I went while in Boston the other day and it was so great to be back! Unfortunately they were out of toilet paper. But they had a great selection of organic ready-made meals and everything else you love Costco for. Staff was friendly and it wasn't too busy. Plenty of parking. Cheap gas! Nothing to complain about!"
Nancy H.,"Boston, MA",5,7/10/19,"Gas station, non-Costco affiliated liquor store, Legacy shops, and right off 95. This Costco is great. Self checkout if you only have a few items. Bakery needs 24 hour notice but the choice is between white or chocolate with a good layer of buttercream in the middle and some sort of whipped topping for $18.99, great when you need a simple cake to feed 48 people.I feel like this Costco offers a few different things than the Waltham branch in terms of snacks and desserts. However, everything else remains consistent from the rotisserie chicken to the baked goods.Go early or go late. If you go during the day or on the weekends you're bound to have a headache fighting the crowds. Plenty of parking. Condiment station tends to run out at the end of the day with no refill."
Rocky W.,"Boston, MA",5,12/11/19,"I love Costco! This is your typical location with full service optometry store, liquor store, bakery, food cafe, and photo store area. I recommend either coming here very early or late during the day near closing to beat the crowds or expect a long line when checking out and parking in the back of the parking lot. As an Asian-American I appreciate that this Costco has Asian products and merchandise during our holidays and especially around Chinese New Year. For example, they have Chinese sausage, Gingseng, and Jerky. This Costco is in a very prime in Dedham and it's very easy to access off the highway. Dedham seems a little far, but it's worth it because it's a very nice area! Right next door is Legacy Place which has a variety of upper end shopping and restaurants."
