Facility ID,Score
340060,1.01
150086,1.03
250077,0.97
271335,Not Available
50296,0.9
140029,1.08
61300,Not Available
190111,1.09
141337,Not Available
110226,0.97
400021,Not Available
410011,0.94
261337,Not Available
331314,Not Available
390102,1.03
233300,Not Available
410009,0.98
171328,Not Available
131325,Not Available
110184,0.95
70029,1.02
50726,0.9
140114,1.07
161348,Not Available
141323,Not Available
280009,1.05
500077,0.97
280130,0.97
150023,1.03
360070,1.05
310016,1.09
390222,0.95
161321,Not Available
100026,1.08
250128,0.96
440017,1.02
170104,1
170142,0.96
330151,0.87
161326,Not Available
520041,0.93
151320,Not Available
271318,Not Available
330169,1.04
281359,Not Available
351307,Not Available
141340,Not Available
371326,Not Available
450820,1.04
240071,0.92
330285,0.96
260105,1.03
191309,Not Available
141304,Not Available
140064,0.98
61307,Not Available
431309,Not Available
431336,Not Available
180043,0.9
220101,0.92
170190,0.9
330185,1.04
241373,Not Available
260022,0.91
511314,Not Available
140202,1
213301,Not Available
461307,Not Available
281342,Not Available
270057,0.92
130002,0.95
121301,Not Available
50516,0.95
110177,0.98
31304,Not Available
110008,0.98
271336,Not Available
440091,0.96
461300,Not Available
380047,0.93
361311,Not Available
520138,1
390220,0.98
230029,0.98
271328,Not Available
90005,0.95
281326,Not Available
190218,1.13
10024,1.05
450176,0.96
220031,1.02
30064,0.97
451317,Not Available
220171,0.99
460052,1.02
110236,0.92
200008,0.96
330088,1.06
491308,Not Available
400112,Not Available
201306,Not Available
360048,1.07
431326,Not Available
51318,Not Available
160153,1
450347,1.1
363303,Not Available
381305,Not Available
330202,0.98
451335,Not Available
320090,0.86
420073,0.96
230144,0.9
271313,Not Available
171339,Not Available
310041,1.13
141320,Not Available
181308,Not Available
371303,Not Available
351312,Not Available
451353,Not Available
181315,Not Available
471301,Not Available
360037,1.03
220116,1.02
10086,1
100090,0.98
351323,Not Available
670108,0.99
450822,1.01
340144,0.95
450119,1.02
250042,0.93
501319,Not Available
371336,Not Available
240043,0.85
450864,0.88
50238,1.09
320062,0.94
351332,Not Available
360147,1.04
360354,1.02
50690,0.8
60012,0.99
460039,1.01
190045,1.01
151332,Not Available
171368,Not Available
260062,0.97
361303,Not Available
500019,0.87
170068,1.01
451364,Not Available
360107,1.05
390044,1
390081,1.07
30073,0.76
150104,0.99
431321,Not Available
520107,1.02
440111,0.99
451349,Not Available
291304,Not Available
320033,0.84
161304,Not Available
450072,1.04
10149,0.98
200021,0.9
451387,Not Available
30062,0.94
50158,1.11
41306,Not Available
223300,Not Available
330024,0.99
440150,1.01
150072,1.02
440050,0.94
21311,Not Available
41313,Not Available
331307,Not Available
140228,0.99
500002,0.96
100121,1.01
10006,0.98
241333,Not Available
190302,Not Available
131312,Not Available
110051,0.94
660001,Not Available
361314,Not Available
490040,0.97
141315,Not Available
50009,0.91
310050,0.99
281305,Not Available
390316,0.91
320074,0.91
453306,Not Available
60113,0.98
190118,1.21
400106,Not Available
50222,0.96
531301,Not Available
521314,Not Available
241338,Not Available
100140,0.96
40041,0.96
450853,1.03
230110,0.89
50708,0.9
370057,0.98
460010,1.01
391313,Not Available
360211,1.03
50102,1.22
180106,0.96
330238,0.89
360174,1.03
511308,Not Available
110028,1.01
440228,1.04
50772,0.79
171300,Not Available
61310,Not Available
230167,0.94
100068,1.03
181305,Not Available
370192,Not Available
393303,Not Available
191324,Not Available
121305,Not Available
230259,0.88
320030,0.98
140158,1.02
450537,1.16
340047,0.97
150007,1.1
370225,0.85
50308,0.99
113300,Not Available
260059,0.86
161336,Not Available
51306,Not Available
130065,0.99
260179,0.95
140187,0.99
400126,Not Available
61327,Not Available
330401,1.05
261327,Not Available
510022,0.99
260193,0.92
330043,1.06
180029,0.97
231301,Not Available
360247,Not Available
170013,1.03
241351,Not Available
450675,1.06
111329,Not Available
390146,0.94
210015,Not Available
140148,1.01
300005,0.99
241317,Not Available
171356,Not Available
381318,Not Available
340126,0.94
440173,0.94
50758,0.99
290032,0.93
110089,0.96
301306,Not Available
140185,0.94
100080,1.02
100124,0.99
450571,0.98
53300,Not Available
251329,Not Available
230003,0.88
420036,1
490084,0.94
261309,Not Available
280081,1.03
61315,Not Available
90001,1.01
100321,0.95
181328,Not Available
521319,Not Available
110034,1.02
330393,0.99
520205,0.94
440059,0.99
231334,Not Available
241365,Not Available
240052,0.91
110002,1.05
143300,Not Available
210030,Not Available
50076,0.93
331318,Not Available
140077,0.89
310115,1.11
180004,0.93
50351,0.93
420004,1.02
230019,0.96
110115,1.03
100045,1
420105,0.91
181322,Not Available
161380,Not Available
141325,Not Available
371330,Not Available
60034,1.03
190060,1
260214,0.92
360076,1.07
451331,Not Available
50394,0.98
310011,0.98
241302,Not Available
50723,0.93
511300,Not Available
670102,1.25
140101,1.01
190036,0.98
250094,1.01
50414,0.93
500058,0.97
260119,0.99
330331,1.07
180069,0.9
180124,1.01
220070,1.04
281315,Not Available
451313,Not Available
500005,0.95
140001,0.95
523300,Not Available
243302,Not Available
441316,Not Available
250048,1
230092,0.93
240063,0.92
341328,Not Available
281346,Not Available
521341,Not Available
370013,1.06
310081,1.07
140289,0.97
100187,1.14
400015,Not Available
450035,1.17
30136,0.93
390112,1.03
161353,Not Available
10061,0.94
10065,0.95
141347,Not Available
30103,0.94
351328,Not Available
501315,Not Available
281330,Not Available
470012,0.96
503300,Not Available
190017,1.12
340002,0.99
50007,0.93
170185,0.95
210062,Not Available
450424,1.05
670047,0.97
10091,0.85
100259,0.98
521309,Not Available
370019,0.91
30122,0.98
500141,0.95
100038,1.06
370106,1.07
50040,0.85
10126,0.92
281363,Not Available
431302,Not Available
230078,0.87
150034,1.01
490145,0.99
380007,0.96
171335,Not Available
450033,1.07
440159,Not Available
390179,0.97
313302,Not Available
520033,0.87
51323,Not Available
521324,Not Available
440031,0.91
500015,0.96
31313,Not Available
70011,0.98
50073,0.89
360040,0.98
370041,1.02
490002,0.97
10035,1
420066,0.93
450638,1.15
420082,1.01
50471,1.03
511321,Not Available
330267,1.06
151312,Not Available
521346,Not Available
500026,0.91
280040,1.02
30105,0.99
380061,0.94
260077,0.97
510031,1.1
171372,Not Available
50245,1.09
100018,1.03
371314,Not Available
360137,1.04
250012,1.18
60008,1.03
51334,Not Available
390204,1.04
140119,0.99
450688,1.04
451345,Not Available
380002,0.89
100177,1.01
51310,Not Available
450539,1.01
103304,Not Available
110142,0.8
380037,0.84
360236,1.01
431307,Not Available
31308,Not Available
390233,1.01
670056,1.1
191311,Not Available
491300,Not Available
490001,0.93
351319,Not Available
310112,1.04
50390,1.06
340064,1.01
111304,Not Available
70020,0.98
370220,1.01
431334,Not Available
40011,0.84
210044,Not Available
50320,1.07
400123,Not Available
361324,Not Available
230132,0.98
450135,1.04
330198,1.07
260163,0.93
331320,Not Available
241355,Not Available
390138,0.87
100017,1.05
210001,Not Available
10044,0.87
490024,0.99
171355,Not Available
190144,1.04
520009,0.92
151328,Not Available
450844,1.08
370006,0.96
10090,0.99
440065,1.03
330030,0.85
361330,Not Available
330027,1.07
100236,0.99
390168,0.96
140053,1.02
280060,0.99
400018,Not Available
301301,Not Available
451360,Not Available
330182,1.02
241316,Not Available
100077,1.03
340091,0.92
490088,0.89
171360,Not Available
390072,1.05
271320,Not Available
260138,1
351335,Not Available
50056,1.02
190027,1
180011,0.94
431300,Not Available
351330,Not Available
431324,Not Available
210064,Not Available
450209,1.08
370091,1.01
670082,1.06
370025,1.06
310008,1.07
230053,0.99
271345,Not Available
281328,Not Available
151327,Not Available
370037,0.98
451319,Not Available
100034,1.06
100291,1.05
100191,1.02
51327,Not Available
80001,1.02
450669,1.08
510072,0.72
51329,Not Available
50067,0.85
450058,1.05
521352,Not Available
170122,1.01
330074,0.89
340116,0.96
110101,0.85
160029,0.9
10113,1.01
390049,0.96
30022,1.01
190201,1
180130,0.98
391316,Not Available
490118,1
310076,1.05
400012,Not Available
500060,0.99
220080,1.06
521337,Not Available
170023,1.01
380103,0.81
441311,Not Available
521359,Not Available
330100,Not Available
140052,0.96
50043,1
40039,1.09
310039,1.11
141330,Not Available
140307,0.92
50778,Not Available
161358,Not Available
330125,0.92
41331,Not Available
240020,0.88
520035,0.88
10052,0.91
400005,Not Available
340039,0.96
50352,0.88
361301,Not Available
60126,1.05
160147,0.89
361312,Not Available
240100,0.93
463302,Not Available
520089,0.92
10144,0.98
50292,0.99
140084,1.04
440035,0.99
161373,Not Available
511317,Not Available
10023,1.04
241321,Not Available
190146,0.97
340190,Not Available
521304,Not Available
180044,0.98
50481,1.01
431339,Not Available
110046,0.92
360055,1.08
431317,Not Available
50276,0.89
10104,1.02
451325,Not Available
241350,Not Available
450330,1.12
51321,Not Available
230080,0.94
451390,Not Available
450880,1.12
251315,Not Available
180149,0.88
50104,1.06
250095,0.89
350070,0.93
330261,1.03
430048,0.96
141345,Not Available
250141,0.98
151309,Not Available
351326,Not Available
670004,1
150057,0.94
400134,Not Available
451309,Not Available
60023,1.02
100109,1
410006,0.99
420080,0.99
450888,1.04
30092,0.99
371300,Not Available
320004,0.95
451350,Not Available
451373,Not Available
360364,0.98
80004,1.02
460061,Not Available
420009,1.05
200050,0.91
460019,0.86
50677,0.9
171376,Not Available
670075,1.08
331317,Not Available
340141,0.97
181329,Not Available
501316,Not Available
123300,Not Available
140010,1.02
393307,Not Available
521320,Not Available
141312,Not Available
230005,0.89
150102,0.92
360065,0.93
10099,1.04
261329,Not Available
320067,0.82
320059,0.82
390008,1.02
440011,0.96
390104,1.06
50546,Not Available
230156,0.93
131318,Not Available
420089,1.01
50137,0.91
450779,0.99
310057,1.05
440144,1.03
240141,0.87
190064,1.01
131316,Not Available
41305,Not Available
391303,Not Available
270004,0.98
210017,Not Available
110025,0.94
281316,Not Available
531316,Not Available
400128,Not Available
100137,1
31314,Not Available
261311,Not Available
381312,Not Available
490009,1.02
141332,Not Available
70034,0.99
370183,0.96
360006,1
161334,Not Available
271305,Not Available
110078,0.98
370178,0.75
390325,1.03
171379,Not Available
371327,Not Available
461308,Not Available
140300,0.81
281333,Not Available
240059,0.88
430008,0.85
260025,0.96
251306,Not Available
501336,Not Available
150172,0.93
50180,0.96
360163,0.97
180051,1.05
50771,1.19
13300,Not Available
390198,1.03
30119,0.98
61325,Not Available
271341,Not Available
100067,1.05
110153,0.95
60011,0.95
140208,1.03
251338,Not Available
420043,0.98
230270,1.02
260034,0.84
250162,1.05
360020,1.04
280020,0.98
40002,1.03
140250,1
310091,1.08
231332,Not Available
371324,Not Available
490141,0.99
101312,Not Available
50334,1
310014,1.05
670131,Not Available
31302,Not Available
100211,1.03
30011,1.01
460047,1.04
70002,1.01
450498,1.08
400115,Not Available
280132,0.93
200009,1.02
160045,0.92
520019,0.85
150002,1.08
271309,Not Available
363308,Not Available
40085,0.79
500033,0.82
240066,0.91
291314,Not Available
360132,1.03
241359,Not Available
440073,1.01
230297,0.98
50028,0.89
361328,Not Available
241344,Not Available
260096,1
290049,0.85
431330,Not Available
260219,0.95
210013,Not Available
271324,Not Available
340109,0.96
100105,1.05
341324,Not Available
291308,Not Available
390258,1.04
261308,Not Available
490069,1
140033,Not Available
530014,1
171313,Not Available
190263,0.97
111310,Not Available
50376,0.88
450253,0.71
321308,Not Available
370099,0.9
420055,0.92
11300,Not Available
170049,0.99
390160,0.97
440007,1.11
330350,1.01
381315,Not Available
120028,0.95
100023,0.99
670124,Not Available
150161,0.97
231310,Not Available
370030,0.95
50254,0.91
250006,1
171329,Not Available
110194,0.76
430091,0.89
110225,0.93
250072,1.03
220001,1.01
340027,0.93
241376,Not Available
161362,Not Available
171343,Not Available
250104,1.04
40154,0.92
521348,Not Available
360032,0.98
390067,0.99
170150,0.9
50225,0.93
50502,Not Available
10158,0.99
51316,Not Available
10016,1.02
181317,Not Available
310001,1.07
451340,Not Available
140095,0.93
41314,Not Available
521333,Not Available
231329,Not Available
330158,1.09
190090,1.28
340004,0.99
420108,1
100025,1
50113,0.96
340010,0.94
460011,0.91
50709,0.91
530006,0.89
360276,1.03
100302,0.99
10083,0.99
61302,Not Available
450831,Not Available
120011,0.81
190245,0.77
50425,0.92
451355,Not Available
330195,1.02
670067,1.02
330058,0.92
451378,Not Available
390127,1.04
360086,1.06
21304,Not Available
60031,0.99
50089,1.17
140048,0.98
490059,1.04
260081,0.95
50024,1.09
500044,1.01
180101,1.02
360210,0.91
351314,Not Available
330273,0.99
391312,Not Available
40051,0.9
380027,0.85
171310,Not Available
60004,0.97
330219,0.96
151314,Not Available
520044,0.89
161309,Not Available
241326,Not Available
511309,Not Available
451304,Not Available
220088,0.99
360144,1.04
150046,1.05
100269,1.01
230208,0.96
500108,0.97
140166,0.97
101300,Not Available
390046,1.04
180040,0.99
241306,Not Available
361308,Not Available
50580,1.11
330111,1.06
670116,Not Available
453315,Not Available
531311,Not Available
100157,1
241309,Not Available
50283,0.97
501303,Not Available
501333,Not Available
201309,Not Available
161341,Not Available
431313,Not Available
50641,1.22
230072,0.92
330086,1.11
131305,Not Available
291302,Not Available
520139,1
60107,Not Available
320011,0.89
100053,1.22
150126,1.05
501323,Not Available
510008,0.94
283300,Not Available
290007,1.11
341307,Not Available
50167,0.99
360079,1.05
100264,1.02
50232,0.97
351303,Not Available
450893,1.05
170198,0.84
450587,1.07
51300,Not Available
250168,1.11
240006,0.79
50765,Not Available
251335,Not Available
420019,1.06
290053,1.05
100173,1.08
21309,Not Available
521316,Not Available
510062,0.98
60020,1.02
231324,Not Available
351322,Not Available
50122,1.01
450803,1.25
171371,Not Available
223303,Not Available
330006,1.13
250031,1.07
450659,1.21
250017,1.05
190315,Not Available
181327,Not Available
440048,1.01
471306,Not Available
53309,Not Available
30085,1
100130,0.96
390329,1.04
450154,0.9
210034,Not Available
40071,1.04
140135,0.97
100002,1.08
510030,0.88
261333,Not Available
490018,0.91
60054,0.94
320063,0.91
20012,0.8
360152,0.98
200037,0.94
460005,1.03
451384,Not Available
50597,1.13
100246,1.1
490126,1
360261,Not Available
70028,1.04
50739,1.04
10129,0.97
341319,Not Available
41309,Not Available
450389,1.04
41322,Not Available
260200,0.99
191316,Not Available
150088,1.01
400044,Not Available
330014,1.01
281354,Not Available
111332,Not Available
101307,Not Available
340145,0.98
390039,0.96
140113,1
110113,1
370170,0.74
670031,1.17
330223,0.82
490050,0.95
60076,1.04
110016,0.99
390097,1.03
450358,1.01
391307,Not Available
150150,1
170197,1
100072,1.02
281301,Not Available
161330,Not Available
250084,1.14
300012,1.01
110073,0.9
111325,Not Available
243300,Not Available
301308,Not Available
441303,Not Available
150017,1.01
250057,1
281312,Not Available
61321,Not Available
30113,0.79
331310,Not Available
40020,1.06
140172,1.02
151319,Not Available
270023,0.91
340071,0.88
21314,Not Available
50131,0.96
360118,1.01
251318,Not Available
670099,Not Available
330163,0.97
50534,0.97
110042,0.92
130003,0.98
220049,0.98
450042,1.02
310064,1.03
330395,1.1
520210,Not Available
190314,Not Available
140018,1.01
281339,Not Available
180093,1.01
110010,0.95
70006,1.03
50740,1.06
390091,0.96
140160,0.97
390219,0.97
321304,Not Available
110168,0.93
230254,1.04
261303,Not Available
140213,1
30065,1.01
191319,Not Available
151335,Not Available
261325,Not Available
210061,Not Available
50309,0.94
340042,0.92
260050,0.88
161344,Not Available
460054,1.07
260006,0.96
310110,1.07
260177,1.08
171334,Not Available
180127,1.01
241342,Not Available
400111,Not Available
110104,0.9
240210,0.91
140275,0.9
100071,1.07
431325,Not Available
440156,1
100200,1.07
330144,0.79
230142,1.04
320089,0.91
381319,Not Available
60117,0.97
120014,0.86
70021,0.93
141319,Not Available
271312,Not Available
130018,1.02
50039,0.96
161315,Not Available
170086,0.97
290042,Not Available
100284,1.21
360039,0.97
230302,0.96
100092,1
520030,0.96
500041,0.92
171384,Not Available
450104,1.09
240040,0.95
50512,0.91
420067,0.99
100314,0.97
440058,1.01
450862,1.08
360143,1.05
230207,1.02
260061,0.93
500021,0.89
111314,Not Available
420033,0.9
140167,0.98
40119,0.98
60015,1
331313,Not Available
50298,0.99
110189,0.93
50093,0.98
250082,1.04
450235,1.16
30074,Not Available
361331,Not Available
140019,1.02
330047,0.95
340171,0.94
51311,Not Available
190106,1.12
281353,Not Available
241374,Not Available
110233,1.17
320058,Not Available
161305,Not Available
291303,Not Available
230069,0.92
371335,Not Available
370203,0.97
50077,1.04
161347,Not Available
420104,0.95
370234,0.96
360091,1.04
670130,Not Available
280129,0.89
231314,Not Available
490067,1.02
40137,1.07
10007,1.1
181321,Not Available
151302,Not Available
340053,1
260113,0.94
141324,Not Available
161366,Not Available
453308,Not Available
250127,Not Available
50013,0.97
390153,1
100252,0.94
360189,0.9
131328,Not Available
520017,0.88
490023,0.95
531302,Not Available
50697,0.74
340131,0.9
371320,Not Available
240078,0.93
50444,0.94
450809,1.05
241337,Not Available
50417,0.93
41310,Not Available
10173,0.97
61306,Not Available
450083,1.09
450002,1.02
180105,1.04
110029,0.95
30137,0.87
310034,1.05
460006,0.95
340098,0.97
220100,0.99
10069,1.05
511313,Not Available
451359,Not Available
190259,1.02
230227,1
330211,0.92
61311,Not Available
271337,Not Available
390111,1.04
511304,Not Available
380020,0.87
170204,Not Available
450860,0.91
230024,1.04
160067,0.96
50567,0.97
131301,Not Available
450018,1.04
171367,Not Available
390178,0.91
490122,0.98
340151,0.93
230151,1.03
90008,1.04
501329,Not Available
460004,0.98
220033,0.98
390027,1
111337,Not Available
241369,Not Available
50624,1
61328,Not Available
501308,Not Available
330399,0.97
341316,Not Available
330096,0.93
171323,Not Available
670109,Not Available
190270,0.93
340021,0.95
180027,1.05
500148,0.84
451337,Not Available
290019,0.95
231309,Not Available
150042,1.05
201305,Not Available
360262,0.99
381323,Not Available
450605,Not Available
50396,0.99
450165,1.01
190044,1.05
140147,0.97
231320,Not Available
140231,0.98
140242,1.01
53303,Not Available
30123,0.96
510048,0.95
391300,Not Available
50760,0.78
110074,0.96
301309,Not Available
161337,Not Available
471302,Not Available
521327,Not Available
340123,0.9
100125,1.02
251305,Not Available
380060,0.88
330013,0.99
250040,1
63303,Not Available
510046,1.02
360361,1.12
61316,Not Available
300020,1.01
370139,0.92
271302,Not Available
521345,Not Available
50782,1.06
360145,1.03
420027,1.08
210029,Not Available
160101,0.87
110035,0.97
520096,0.99
230097,0.92
50243,0.99
450403,1.12
41327,Not Available
330231,0.86
271334,Not Available
180080,0.96
141351,Not Available
450730,1.13
231339,Not Available
241364,Not Available
490107,0.98
140068,1.1
61301,Not Available
360098,1.05
40055,1.05
50608,0.91
490044,0.94
261336,Not Available
30010,1.03
100161,0.97
161379,Not Available
131307,Not Available
100044,1.04
451379,Not Available
331309,Not Available
450379,1.21
290058,0.68
221303,Not Available
60032,0.96
521313,Not Available
50735,1.24
310021,1.02
241332,Not Available
110054,1.01
450124,1.11
150128,1.01
50152,1
30037,0.94
390045,0.98
161342,Not Available
670107,0.72
251323,Not Available
140100,1.16
330175,0.9
111319,Not Available
250004,1.02
451310,Not Available
281324,Not Available
370056,0.99
281358,Not Available
521328,Not Available
220066,0.97
50195,0.97
100049,1.03
500007,0.93
51301,Not Available
370114,1.03
330279,0.98
110124,0.99
50517,1.16
140180,1.04
100183,1.12
490140,0.95
100223,1.03
170188,0.86
451370,Not Available
281343,Not Available
40016,1.01
390328,0.98
30093,0.94
440192,0.98
121300,Not Available
450698,0.97
670049,0.99
340003,0.88
450451,1.04
271344,Not Available
281327,Not Available
191323,Not Available
470011,0.93
170183,0.85
100086,1.09
190019,1.08
190208,0.86
250102,1.04
10097,0.92
50746,1.14
380050,0.82
51305,Not Available
110237,Not Available
431301,Not Available
190088,1.01
380009,0.98
51330,Not Available
100258,1.11
310075,1.13
400127,Not Available
70012,0.98
170014,0.96
10125,0.9
330203,0.96
370214,Not Available
171338,Not Available
60125,0.97
220073,0.99
450674,0.91
500016,0.9
260162,0.86
111328,Not Available
390145,1.02
50072,0.69
450097,1.13
10036,0.96
130063,0.88
440175,1.05
511322,Not Available
360041,1.05
100288,1.13
301305,Not Available
70035,1.04
50045,0.94
340084,0.9
171351,Not Available
260074,0.89
140122,1.06
140304,1.09
30107,0.84
230180,0.87
490007,0.96
190011,1.02
160013,0.85
70038,Not Available
500027,0.94
351331,Not Available
241320,Not Available
670076,1.13
100320,0.96
361302,Not Available
50353,0.96
110129,1.02
20026,0.88
171304,Not Available
240050,0.86
230038,0.98
450078,0.78
171345,Not Available
370016,1
281349,Not Available
50127,0.88
431320,Not Available
180002,0.92
440148,0.96
520103,0.97
420002,1.08
310130,1.1
220017,1.09
110091,0.99
141326,Not Available
390057,0.98
453312,Not Available
360075,0.99
450219,1.29
100028,1.01
310012,1.02
280003,1.01
151306,Not Available
520066,0.94
361318,Not Available
640001,Not Available
241301,Not Available
490038,0.96
510092,Not Available
190125,1.05
330104,1.1
360365,1.16
190034,1.09
260191,1.02
440016,1.09
141341,Not Available
351306,Not Available
260104,1
310086,1.03
441320,Not Available
500052,Not Available
170105,0.82
490114,0.96
531306,Not Available
400016,Not Available
50342,0.94
141303,Not Available
330184,1.06
161354,Not Available
240093,0.93
50006,0.94
521340,Not Available
131324,Not Available
50101,1.01
330246,1.03
330236,1.03
330135,0.91
110201,0.99
310028,1.02
301300,Not Available
181304,Not Available
340184,0.96
351329,Not Available
320022,0.92
10100,0.97
121304,Not Available
161369,Not Available
501312,Not Available
281329,Not Available
363302,Not Available
501340,Not Available
390035,0.92
520078,1.01
490094,0.88
10130,0.95
400130,Not Available
521308,Not Available
491307,Not Available
500154,0.71
40022,0.99
61326,Not Available
461303,Not Available
231305,Not Available
450874,1.07
190167,1.11
220177,0.77
181309,Not Available
450193,1
241354,Not Available
263303,Not Available
370190,1.18
161302,Not Available
451395,Not Available
240115,0.93
440084,0.98
450028,1.08
190300,Not Available
150030,0.99
161322,Not Available
420072,0.88
171378,Not Available
360046,0.96
310027,1.18
370039,1.01
371304,Not Available
440030,1
31309,Not Available
351311,Not Available
330410,Not Available
100118,0.98
31315,Not Available
50132,1.24
140189,0.92
310047,1
140186,1.05
50457,0.92
430014,0.94
450643,0.98
10034,0.9
450565,1.14
120002,0.88
51335,Not Available
50236,1
390267,1.07
83300,Not Available
371316,Not Available
520202,0.96
360355,1.06
460030,0.84
50689,0.95
201301,Not Available
100230,1.01
190145,1.11
390079,0.95
341305,Not Available
261315,Not Available
410010,0.97
141336,Not Available
141308,Not Available
451346,Not Available
50537,0.9
440110,0.94
251327,Not Available
250049,0.88
30061,0.94
440049,1.02
241349,Not Available
220119,0.94
240004,0.95
433300,Not Available
150069,0.97
191308,Not Available
190054,1.1
360071,1.03
500001,0.94
50140,0.94
210023,Not Available
390226,1.02
440131,1.03
131311,Not Available
50551,1.06
51326,Not Available
451332,Not Available
180019,0.96
251309,Not Available
170137,0.95
310048,1.08
271317,Not Available
461304,Not Available
110086,0.81
281304,Not Available
281360,Not Available
440185,1
330307,0.95
100151,0.97
400105,Not Available
180067,1.06
381308,Not Available
390321,0.93
371331,Not Available
370240,Not Available
360175,0.99
230117,0.95
50211,1.06
140063,0.93
451314,Not Available
171318,Not Available
150006,1.02
190004,1.03
140288,1.02
341327,Not Available
360011,0.99
440200,0.96
150113,0.94
60129,Not Available
431335,Not Available
270087,0.89
140290,1.17
451365,Not Available
421303,Not Available
260020,1
50777,0.92
110003,0.97
10059,0.86
310009,1.14
230165,1.01
160030,0.95
150177,0.96
241377,Not Available
220002,0.95
340015,0.98
420085,0.92
260209,Not Available
390107,0.98
271331,Not Available
100035,1.07
170166,0.8
190065,0.99
360035,0.98
50138,0.93
450771,1.08
210018,Not Available
193300,Not Available
410007,1.02
141331,Not Available
330157,0.95
281318,Not Available
450352,1.12
231326,Not Available
381311,Not Available
70033,1.02
440132,1.02
140089,0.98
360066,1.02
261312,Not Available
451333,Not Available
340119,0.93
170123,1
220126,1.01
61309,Not Available
190251,0.94
390114,0.95
111326,Not Available
180132,0.94
260085,0.98
60027,0.98
530034,Not Available
521358,Not Available
501339,Not Available
281302,Not Available
461309,Not Available
371328,Not Available
140291,0.96
511320,Not Available
30112,1.03
150005,0.95
340073,0.98
150167,0.92
250058,0.94
520045,0.93
260024,0.88
60006,0.96
220062,0.89
330164,0.91
240053,0.93
161355,Not Available
220098,1
251307,Not Available
121303,Not Available
310069,1.11
451303,Not Available
161376,Not Available
281340,Not Available
100275,1.06
190020,1.11
10022,1.08
451344,Not Available
450702,1.01
361313,Not Available
520116,0.92
160146,0.96
380038,0.9
161374,Not Available
100006,1.01
501334,Not Available
10148,0.9
460060,0.96
453314,Not Available
171325,Not Available
31307,Not Available
131320,Not Available
110150,0.97
140088,1.04
50281,1.18
271342,Not Available
531310,Not Available
670118,Not Available
180045,1.06
190204,0.96
341303,Not Available
450875,0.94
360054,1.07
330199,1.07
340016,1.02
310092,1.15
111305,Not Available
310113,1.02
450200,1.1
480002,Not Available
181310,Not Available
230081,0.85
460042,1.02
491302,Not Available
333301,Not Available
50107,0.92
450292,1.02
351320,Not Available
50485,1.01
51320,Not Available
151310,Not Available
370008,0.99
53310,Not Available
330264,0.99
201313,Not Available
330078,0.96
141346,Not Available
360133,1.04
450099,0.95
60024,0.98
390173,0.97
330181,1.11
371338,Not Available
30089,1.01
50674,0.87
340147,0.98
10089,1
250027,0.94
520063,0.95
451351,Not Available
100292,0.98
281345,Not Available
470024,0.93
670073,1.03
380075,0.88
451308,Not Available
501317,Not Available
420057,Not Available
100265,1.06
500139,0.89
370100,0.98
141313,Not Available
460017,0.99
110198,0.98
171357,Not Available
330205,0.94
330224,1
360159,1.01
220016,0.93
261321,Not Available
531315,Not Available
370093,1.05
100242,1.06
320070,Not Available
160104,0.9
230041,0.99
380089,0.94
331304,Not Available
41321,Not Available
50543,1.18
40156,Not Available
390086,0.97
390003,0.94
450210,1.17
520198,0.97
490041,0.96
490019,0.97
191317,Not Available
391308,Not Available
360087,0.93
670025,1.01
400102,Not Available
390041,0.99
270012,0.98
60096,0.88
290054,1.08
210048,Not Available
501327,Not Available
451339,Not Available
390048,0.99
150065,1.02
180005,1
50498,0.95
670122,1.09
260011,0.95
131310,Not Available
431323,Not Available
271310,Not Available
521353,Not Available
390322,0.81
380090,0.89
231300,Not Available
391315,Not Available
161329,Not Available
490115,0.99
230118,0.86
360008,1.05
21305,Not Available
521334,Not Available
330101,1
351315,Not Available
140179,1.01
220083,0.91
50226,1.16
51304,Not Available
110041,1
180087,1.04
50770,0.96
330240,1.04
310040,1.11
170191,0.94
13301,Not Available
220035,0.95
50590,0.91
40036,1.02
330218,0.96
451366,Not Available
330126,1.02
61324,Not Available
190308,1.08
360170,0.95
340040,0.98
140124,0.91
501322,Not Available
150076,0.99
191312,Not Available
210039,Not Available
670044,1.03
390199,0.9
390032,1.1
250152,Not Available
110143,1
191322,Not Available
70010,1
103301,Not Available
443302,Not Available
360239,0.96
50745,1.12
390236,0.86
241322,Not Available
51331,Not Available
260001,0.99
50663,1.23
180013,1.07
160064,0.94
241345,Not Available
521305,Not Available
170016,0.97
290008,0.94
251314,Not Available
450144,0.83
451389,Not Available
100054,0.95
190128,0.99
140281,0.98
101301,Not Available
241339,Not Available
400109,Not Available
40084,1.03
140054,1.04
670005,1.08
450847,1.02
430027,1.03
320016,0.92
340129,0.93
161318,Not Available
271321,Not Available
21310,Not Available
450891,1
241315,Not Available
140191,1.03
371318,Not Available
450578,0.72
231323,Not Available
370222,0.88
111308,Not Available
151329,Not Available
250134,0.48
330409,Not Available
451372,Not Available
251334,Not Available
171314,Not Available
510070,1.01
150010,1.04
50234,0.87
351304,Not Available
100238,1.06
241356,Not Available
161323,Not Available
300001,0.99
200052,0.94
230236,0.91
301302,Not Available
450147,1.17
321309,Not Available
181330,Not Available
490089,0.9
330033,1.01
190266,1
450780,0.93
100075,1.03
330385,0.94
140011,1.01
420011,1.01
670085,0.99
